loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
35000, 36 months,18.75,1278.55,D,D3,Pro Build,8 years,MORTGAGE,144216,Source Verified,Dec-12,Fully Paid,debt_consolidation,get caught up,11.57,Oct-01,12,0,11640,51.7,36,f,INDIVIDUAL,5,0,"755 Robert Isle Suite 974
Beasleymouth, LA 70466"
18250, 36 months,15.61,638.11,C,C3,Administrative Assistant,10+ years,RENT,42000,Not Verified,Nov-13,Fully Paid,credit_card,Pay off Credit cards,27.8,Jun-01,7,0,14482,71.7,17,f,INDIVIDUAL,0,0,"136 Victoria Fords Suite 821
Millerberg, NY 00813"
10000, 36 months,8.39,315.17,A,A5,Client Director,2 years,MORTGAGE,170000,Source Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,14.28,May-94,12,0,10121,38.8,24,w,INDIVIDUAL,2,0,"12016 Scott Hills
Marshallshire, AK 22690"
15000, 36 months,13.99,512.6,C,C4,Sales Rep,2 years,MORTGAGE,70000,Verified,Jan-16,Fully Paid,debt_consolidation,Debt consolidation,30.65,Jun-96,20,0,11445,36,68,w,INDIVIDUAL,5,0,"19945 Vincent Drives Apt. 040
Kristinfort, NY 05113"
18000, 36 months,10.99,589.22,B,B2,Engineer,2 years,RENT,125000,Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,3.73,Jul-01,6,0,17662,54.2,17,w,INDIVIDUAL,0,0,"76908 Dustin Neck
Guzmanfurt, HI 70466"
7200, 36 months,14.3,247.13,C,C1,Windows System Administrator,2 years,RENT,56000,Not Verified,Oct-13,Fully Paid,debt_consolidation,Debt Cons.,13.44,Nov-04,7,0,2426,45.8,31,f,INDIVIDUAL,0,0,"63212 Andrea Ridges
Lake Michael, NM 00813"
10000, 36 months,14.47,344.07,C,C2,Customer Service Representative,8 years,RENT,36500,Not Verified,Dec-13,Fully Paid,debt_consolidation,Debt consolidation,16.94,Jan-02,7,1,8448,72.2,13,f,INDIVIDUAL,0,1,"446 Townsend Shore
East Josephside, CO 48052"
35000, 60 months,19.69,622.51,E,E5,Ewing AutoHaus Mercedes Benz,10+ years,MORTGAGE,192000,Verified,May-11,Fully Paid,small_business,Small Business Loan,11.7,Dec-97,8,0,19001,80.5,28,f,INDIVIDUAL,,0,"6713 Vincent Union Suite 135
Michaelborough, OK 22690"
12000, 60 months,19.99,317.86,E,E1,Border Patrol Agent,5 years,MORTGAGE,100000,Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,11.41,Feb-07,8,0,7896,62,19,w,INDIVIDUAL,1,0,"71306 Hernandez Row
Port Joseton, KY 05113"
19000, 36 months,9.17,605.7,B,B2,Distribution Clerk,< 1 year,OWN,60000,Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,18.06,Sep-90,6,0,11169,80.9,19,w,INDIVIDUAL,0,0,"64119 Johnson Forge
South Ericafurt, WA 22690"
12000, 60 months,12.42,269.49,B,B4,North Bergen Board of Education,5 years,RENT,52000,Source Verified,Dec-11,Fully Paid,wedding,Wedding Loan,3.76,Jun-04,6,0,4943,48.9,11,f,INDIVIDUAL,,0,"586 Raymond Mountain Apt. 827
Brianshire, NM 30723"
13900, 36 months,12.49,464.94,B,B4,Acid bay,10+ years,MORTGAGE,45000,Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,30.93,Jun-91,13,0,8144,23.7,32,w,INDIVIDUAL,1,0,"801 Moreno Lane
Tamaraport, IA 22690"
8000, 36 months,8.39,252.14,A,A5,Physical therapist,7 years,RENT,98000,Not Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,3.46,Feb-00,4,0,8627,67.9,28,f,INDIVIDUAL,4,0,"295 Wyatt Greens
Brianbury, NE 30723"
14000, 36 months,19.2,514.61,D,D3,Systems Administrator,7 years,RENT,60000,Source Verified,Nov-13,Fully Paid,debt_consolidation,Debt Consolidation,14.14,Feb-97,8,0,10457,52.5,19,f,INDIVIDUAL,0,0,"940 Tina Grove Apt. 200
Abbottland, ME 30723"
6000, 36 months,15.31,208.91,C,C2,Aon Hewitt,10+ years,MORTGAGE,41000,Verified,Jan-13,Fully Paid,debt_consolidation,debt consol,24.35,Oct-87,11,1,8222,74.7,25,w,INDIVIDUAL,1,1,"3582 Crystal Via
West Lisa, OK 48052"
11200, 60 months,12.69,253.07,C,C2,SAP Security Analyst,2 years,RENT,119000,Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,15.92,Jun-92,25,0,15381,15.7,56,f,INDIVIDUAL,4,0,"331 Jonathan Green
Davidborough, WA 22690"
5200, 36 months,16.99,185.37,D,D3,Teacher,2 years,MORTGAGE,35000,Verified,Sep-14,Charged Off,debt_consolidation,Debt consolidation,20.4,Mar-08,9,0,3911,55.1,9,f,INDIVIDUAL,1,0,"7199 Michael Ferry Suite 361
Lake Thomas, SC 48052"
12000, 60 months,10.99,260.85,B,B3,Financial Analyst,1 year,OWN,75000,Source Verified,Oct-14,Fully Paid,credit_card,Credit card refinancing,19.37,Jun-07,15,0,11847,24.3,35,f,INDIVIDUAL,0,0,"3456 Murphy Well
Port Ryan, PA 30723"
31975, 36 months,14.49,1100.46,C,C4,Director of environmental Services,6 years,MORTGAGE,80000,Verified,Jun-14,Fully Paid,small_business,Business,18.95,Sep-03,18,0,7620,27.1,33,w,INDIVIDUAL,2,0,"70027 John Plaza Suite 599
Codyport, ME 22690"
3000, 36 months,19.52,110.76,D,D4,dupont,4 years,MORTGAGE,75000,Source Verified,Aug-13,Fully Paid,other,bronco,10.96,May-02,11,0,15369,63,38,f,INDIVIDUAL,3,0,"PSC 0181, Box 9977
APO AE 22690"
10800, 60 months,15.99,262.58,D,D2,Net Equity Financial,1 year,RENT,40000,Source Verified,Jun-11,Fully Paid,other,My Personal Loan,7.2,Feb-01,5,0,6766,31.8,5,f,INDIVIDUAL,,0,"884 Jones Village Apt. 482
North Jacqueline, UT 30723"
21000, 36 months,7.51,653.33,A,A3,,,MORTGAGE,81000,Verified,Feb-12,Fully Paid,debt_consolidation,easy pay,14.22,Dec-94,17,0,30238,18.3,40,f,INDIVIDUAL,,0,"USNS Steele
FPO AE 48052"
12000, 36 months,5.32,361.38,A,A1,Machinist,9 years,MORTGAGE,60000,Not Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,18.86,Jan-03,11,0,3915,13.8,44,f,INDIVIDUAL,4,0,"5310 James Turnpike
Port Reneeton, DC 70466"
9675, 36 months,17.57,347.7,D,D4,Property Appraiser or MDS,4 years,OWN,51834,Source Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,11.48,Dec-01,6,1,2483,42.1,26,f,INDIVIDUAL,1,1,"PSC 0130, Box 9368
APO AP 00813"
8500, 36 months,11.55,280.5,B,B3,FedEx Office,10+ years,RENT,25000,Not Verified,Jul-13,Fully Paid,debt_consolidation,peaceofmind,12.38,Jan-01,6,1,7567,80.5,9,w,INDIVIDUAL,0,1,"19371 Beth Mount
Gonzalezshire, MN 70466"
14400, 36 months,12.69,483.05,C,C2,RN,4 years,RENT,60000,Source Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,14.98,Feb-01,16,2,5900,39.6,30,f,INDIVIDUAL,1,1,"PSC 6787, Box 9085
APO AP 00813"
9600, 36 months,7.9,300.39,A,A4,Professor,10+ years,OWN,78000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,4.69,Oct-82,8,0,9206,50,40,w,INDIVIDUAL,5,0,"097 Kim Unions
South Michellebury, TN 00813"
25000, 36 months,12.99,842.23,C,C2,,,OWN,61000,Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,24.85,Nov-96,18,0,23263,60.4,33,f,INDIVIDUAL,0,0,"USCGC Mccoy
FPO AP 05113"
10000, 36 months,6.62,307.04,A,A2,Technical Support Engineer,6 years,MORTGAGE,40000,Not Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,11.52,Oct-03,6,0,30,0.4,18,f,INDIVIDUAL,1,0,"612 Jones Fork Apt. 548
New Charles, ME 00813"
18000, 60 months,15.31,431.16,C,C2,Madison County Board of Education,8 years,MORTGAGE,58000,Source Verified,Oct-12,Fully Paid,debt_consolidation,Debt Consolidation,24.72,Nov-96,14,0,14818,66.2,48,f,INDIVIDUAL,6,0,"972 Pace Cove Suite 117
New Victoriaport, MT 48052"
3000, 36 months,16.29,105.91,D,D2,WIRE TRANSFER SPECIALIST,5 years,RENT,30000,Not Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,25.48,Feb-08,7,0,5532,72.8,20,w,INDIVIDUAL,0,0,"19656 Woods Ridges
East Ashleyport, AR 00813"
10000, 36 months,16.49,354,D,D3,Managing Member,6 years,RENT,64000,Source Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,11.36,Apr-09,11,0,9506,42.8,12,f,INDIVIDUAL,0,0,"395 Taylor Fall Suite 771
Hessshire, MS 70466"
24000, 60 months,17.57,603.85,D,D4,driver,10+ years,MORTGAGE,85000,Verified,Aug-14,Charged Off,credit_card,Credit card refinancing,15.35,Nov-97,12,0,39706,67.9,20,w,INDIVIDUAL,2,0,"6687 James Grove
Nicholasmouth, SD 30723"
9500, 36 months,16.49,336.3,D,D3,Universal Software Corporation Inc.,4 years,RENT,75000,Source Verified,Jul-11,Fully Paid,medical,Medical,13.25,Aug-98,4,0,5161,65.3,13,f,INDIVIDUAL,,0,"467 William Squares
West Christinaport, MN 05113"
19700, 36 months,7.12,609.37,A,A3,Probation Officer,10+ years,OWN,72000,Not Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,23.03,Sep-96,16,0,1136,3.5,47,w,INDIVIDUAL,2,0,"504 Dalton Shoal Apt. 455
West Donnaburgh, CT 30723"
3000, 36 months,6.99,92.62,A,A3,Hard Rock International,7 years,RENT,78000,Not Verified,May-11,Fully Paid,debt_consolidation,Debt Consolidation loan,19.46,Jan-92,14,0,12234,53.2,47,f,INDIVIDUAL,,0,"22845 Joshua Mall Suite 868
Brownfort, HI 00813"
35000, 36 months,18.25,1269.73,E,E1,General Manager,2 years,MORTGAGE,180000,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,8.65,Sep-01,24,1,30486,67.3,63,f,INDIVIDUAL,2,1,"3190 Erickson Mountains Apt. 191
Kevinland, ND 30723"
5825, 36 months,24.99,231.58,F,F4,Customer Service Rep.,10+ years,RENT,70000,Verified,Oct-14,Fully Paid,home_improvement,Home improvement,9.62,Oct-01,4,0,2992,96.5,5,f,INDIVIDUAL,0,0,"52025 Denise Valleys
Lake Sheriville, LA 30723"
10000, 36 months,12.12,332.72,B,B3,legends,10+ years,RENT,35000,Source Verified,May-13,Charged Off,debt_consolidation,Debt consolidation,18.93,Nov-02,6,0,3665,73.3,18,w,INDIVIDUAL,0,0,"2112 Amanda Villages
East Tracey, CA 70466"
24000, 36 months,10.99,785.62,B,B4,Plumber,10+ years,RENT,125000,Source Verified,Feb-15,Charged Off,credit_card,Credit card refinancing,15.9,Feb-04,5,0,32305,100,23,f,INDIVIDUAL,0,0,"9418 Davis Springs
Tiffanyburgh, AR 48052"
18000, 36 months,14.99,623.89,C,C5,Teacher,10+ years,MORTGAGE,44000,Verified,Nov-14,Fully Paid,other,Other,24.58,Jan-07,6,0,20143,79,10,f,INDIVIDUAL,1,0,"114 Ian Stravenue Suite 433
Melissaside, ME 00813"
1800, 36 months,9.63,57.77,B,B1,United States Postal Service,10+ years,MORTGAGE,100000,Source Verified,Mar-11,Fully Paid,small_business,Small Business Loan,6.41,Nov-97,14,0,3630,34.6,38,f,INDIVIDUAL,,0,"080 Jones Plain
North Lori, MO 05113"
6000, 36 months,9.75,192.9,B,B3,server,2 years,MORTGAGE,80000,Source Verified,Mar-16,Fully Paid,other,Other,9.48,Feb-13,13,0,14609,33.7,15,w,INDIVIDUAL,1,0,"95620 Jackson Cove
Michaelberg, DE 30723"
7000, 36 months,10.99,229.14,B,B4,janitorial,10+ years,RENT,31000,Not Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,25.78,Aug-99,14,0,6581,20.4,38,w,INDIVIDUAL,2,0,"Unit 2722 Box 1074
DPO AA 05113"
13000, 36 months,10.99,425.55,B,B3,Product Support Manager,8 years,MORTGAGE,80000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,8.06,Dec-97,7,0,64226,25.9,30,f,INDIVIDUAL,4,0,"Unit 0063 Box 2711
DPO AA 00813"
19000, 60 months,10.99,413.02,B,B4,cns,2 years,MORTGAGE,98000,Not Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,27.33,Sep-88,15,0,16634,26.2,44,w,INDIVIDUAL,3,0,"52426 Brian Valley
Lake Christianport, FL 05113"
8000, 36 months,7.14,247.53,A,A3,Frederick Memorial Hospital,2 years,RENT,39996,Not Verified,May-10,Fully Paid,debt_consolidation,Debt consolidation loan ,20.31,Oct-99,6,0,4662,55.5,18,f,INDIVIDUAL,,0,"34946 Matthew Inlet
Maryland, CT 29597"
15000, 36 months,16.99,534.72,D,D3,Lead cook,5 years,RENT,40000,Source Verified,Jul-15,Charged Off,debt_consolidation,Debt consolidation,16.11,Oct-03,9,1,7802,32.5,22,w,INDIVIDUAL,0,1,"258 Marcus Fords Suite 928
South Nathanielshire, ND 93700"
3600, 36 months,11.44,118.62,B,B4,Truck Driver,4 years,MORTGAGE,81000,Not Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,18.44,Jun-99,11,0,15950,71.8,25,w,INDIVIDUAL,2,0,"75522 Michelle Fields
Nicholebury, NV 00813"
28000, 60 months,9.49,587.92,B,B2,CRNA,5 years,MORTGAGE,125000,Source Verified,Jan-15,Fully Paid,credit_card,Credit card refinancing,28.08,Apr-98,13,0,79341,80.2,33,w,INDIVIDUAL,0,0,"PSC 8111, Box 6286
APO AE 70466"
25000, 36 months,6.03,760.89,A,A1,Supervisor,10+ years,MORTGAGE,88000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,12.57,Apr-82,11,0,19786,27.9,28,w,INDIVIDUAL,4,0,"309 Jennifer Knolls
Brandonborough, FL 00813"
8000, 36 months,8.18,251.36,B,B1,Assistant Department Manager,5 years,MORTGAGE,58000,Source Verified,Nov-15,Fully Paid,major_purchase,Major purchase,25.59,Sep-04,18,0,23779,73.6,34,w,INDIVIDUAL,1,0,"07629 Nicholas Mission
Vancebury, LA 48052"
14000, 36 months,6.62,429.86,A,A2,NY State Insurance Fund,4 years,RENT,60000,Verified,Aug-13,Fully Paid,credit_card,Credit Card Refinancing,10.35,Apr-94,9,0,5849,21.9,18,f,INDIVIDUAL,0,0,"671 Destiny Cove Suite 154
Melissabury, OH 48052"
8000, 36 months,10.99,261.88,B,B3,YWCA,3 years,RENT,52000,Verified,May-11,Fully Paid,debt_consolidation,Consolidate Debt,1.85,Jul-01,2,0,1826,44.5,16,f,INDIVIDUAL,,0,"6817 Wendy Cliff
Hernandezborough, CT 30723"
24925, 60 months,24.08,718.2,F,F2,State of Michigan,9 years,MORTGAGE,56326,Verified,Aug-13,Charged Off,major_purchase,Home,5.88,Jan-97,28,0,35167,78.7,38,f,INDIVIDUAL,0,0,"975 Barry Drive
South David, IL 48052"
4500, 36 months,9.67,144.51,B,B1,Finisher,8 years,RENT,38000,Verified,Jan-14,Fully Paid,credit_card,Credit card refinancing,21.26,Jul-75,12,1,3486,17.3,47,f,INDIVIDUAL,5,1,"6972 Laura Centers
Lake Latoyastad, VT 22690"
6000, 36 months,18.85,219.49,D,D3,Office Depot,7 years,RENT,22000,Source Verified,Aug-13,Fully Paid,debt_consolidation,Debt Free (At Last),14.07,Feb-07,8,0,2165,49.2,10,f,INDIVIDUAL,0,0,"843 John Plain Suite 513
East Brendan, VT 22690"
8000, 36 months,13.98,273.35,C,C3,section 8 Housing Insector,8 years,RENT,32000,Source Verified,Jun-14,Charged Off,debt_consolidation,Debt consolidation,25.84,Feb-03,17,0,8843,41.7,36,w,INDIVIDUAL,0,0,"350 Rivera Views
Nicoleshire, NV 11650"
9300, 36 months,7.89,290.96,A,A5,Patient Service Assistant,3 years,RENT,25000,Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,12.34,Nov-05,7,0,9433,33.7,13,w,INDIVIDUAL,1,0,"37532 Kimberly Burg Apt. 134
East Paul, LA 30723"
1500, 36 months,6.03,45.66,A,A1,Kern Health Systems,4 years,RENT,22968,Not Verified,Oct-11,Fully Paid,debt_consolidation,Getting Me Back On My Feet Financially,28.34,Sep-93,10,0,3089,9.4,18,f,INDIVIDUAL,,0,"262 Kathryn Fields Apt. 105
Sethton, SD 70466"
15250, 36 months,9.71,490.01,B,B1,fresenius medical care,10+ years,OWN,60000,Verified,Sep-13,Fully Paid,credit_card,credit cards,28.53,Nov-02,11,0,14454,86,18,f,INDIVIDUAL,1,0,"036 Jessica Ville Suite 830
Waltonhaven, MN 22690"
18500, 60 months,10.15,394.44,B,B2,Associate Director,2 years,MORTGAGE,53780,Source Verified,Oct-14,Fully Paid,credit_card,Credit card refinancing,29.97,Mar-01,16,0,17426,87.1,51,w,INDIVIDUAL,1,0,"0979 Kelli Centers Apt. 606
West John, AR 70466"
6000, 36 months,11.99,199.26,B,B3,Court Clerk ,10+ years,MORTGAGE,48764.15,Verified,Nov-13,Fully Paid,debt_consolidation,freedom,11.22,Jun-01,5,0,5876,83.9,13,w,INDIVIDUAL,3,0,"Unit 9917 Box 4083
DPO AE 30723"
6425, 36 months,9.63,206.21,B,B1,AZ Corp.,6 years,MORTGAGE,33168,Source Verified,Mar-11,Fully Paid,debt_consolidation,La fin des cartes de credit,9.59,Oct-95,10,0,6642,51.9,26,f,INDIVIDUAL,,0,"0493 Christopher Ville Suite 787
Port Tina, NC 22690"
12000, 60 months,15.1,286.11,C,C2,Electrician,6 years,OWN,41000,Source Verified,Oct-13,Fully Paid,debt_consolidation,Credit Card Debt Loan,29.47,Aug-06,11,0,7304,27.3,12,w,INDIVIDUAL,1,0,"766 Lindsay Mountains
West Jesse, RI 48052"
6575, 36 months,18.92,240.75,D,D4,Content Manager,< 1 year,RENT,65000,Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,2.47,Aug-93,3,1,5919,97,12,w,INDIVIDUAL,0,0,"24953 Valdez Pines
Stevenfurt, UT 48052"
8000, 36 months,10.49,259.99,B,B3,Account Manager,9 years,RENT,45000,Verified,Nov-14,Fully Paid,home_improvement,Home improvement,4.08,Apr-87,6,0,6775,47.4,8,w,INDIVIDUAL,0,0,"6146 Logan Orchard Apt. 781
Jaclyntown, OH 70466"
5000, 36 months,11.99,166.05,C,C1,Senior Underwriter,3 years,MORTGAGE,110000,Source Verified,Jan-16,Fully Paid,other,Other,21.47,Dec-94,13,0,25325,88.2,20,w,INDIVIDUAL,3,0,"71547 Massey Tunnel Suite 990
Harmonborough, AZ 30723"
14000, 36 months,19.52,516.88,D,D4,Exec. Asst.,7 years,MORTGAGE,100000,Source Verified,Oct-13,Fully Paid,debt_consolidation,Clean Slate,19.63,Jan-83,28,0,24502,43.4,63,f,INDIVIDUAL,1,0,"3626 Mark Trafficway Apt. 837
Port Veronica, TN 05113"
7200, 36 months,12.99,242.57,C,C2,DRIVER,10+ years,MORTGAGE,94000,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,21.84,Jan-95,25,0,17825,43,38,w,INDIVIDUAL,0,0,"030 Nancy Loop Suite 905
West Melissaborough, MN 00813"
10625, 36 months,14.33,364.85,C,C1,white wave food,3 years,RENT,31000,Not Verified,Dec-12,Fully Paid,credit_card,make only one payment for all my card,19.94,Mar-01,14,0,13232,42.4,29,f,INDIVIDUAL,0,0,"066 Thomas Crescent
Meaganview, CT 29597"
6600, 36 months,14.46,227.05,C,C4,SUPERVISOR,10+ years,OWN,58240,Not Verified,Apr-16,Charged Off,debt_consolidation,Debt consolidation,12.59,Oct-02,6,0,3723,76,25,w,INDIVIDUAL,4,0,"1214 Wesley Radial
Melissaport, MI 93700"
16800, 60 months,14.31,393.62,C,C4,Sr. Budget Manager,10+ years,RENT,145000,Not Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,14.76,Oct-98,21,0,14709,54.7,37,w,INDIVIDUAL,8,0,"4071 Howard Roads Suite 727
Deborahburgh, WI 48052"
17050, 36 months,15.31,593.64,C,C2,Safeway,10+ years,MORTGAGE,35000,Verified,Jul-12,Fully Paid,debt_consolidation,Debt pay down,24.38,Aug-99,13,0,18295,53,21,f,INDIVIDUAL,0,0,"286 Sanders Skyway Apt. 199
New Susanside, ND 70466"
35000, 60 months,17.57,880.61,D,D4,Financial Advisor,7 years,RENT,200000,Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,11.07,Jan-92,6,0,30212,87.5,22,w,INDIVIDUAL,5,0,"123 April Hills
Oscarchester, NH 29597"
20000, 36 months,12.12,665.44,B,B3,,5 years,RENT,100000,Verified,Jul-12,Fully Paid,debt_consolidation,Debt consolidation,21.35,Nov-00,13,0,22361,55.2,27,f,INDIVIDUAL,1,0,"8439 Christina Island
Louisberg, LA 22690"
8400, 36 months,8.9,266.73,A,A5,Barclays,6 years,RENT,99600,Verified,May-13,Fully Paid,car,Car financing,10.93,Feb-01,10,0,10065,30.4,27,w,INDIVIDUAL,0,0,"661 Kim Club
North Katie, OK 70466"
22225, 60 months,17.14,554.03,D,D4,production analyst 2,10+ years,RENT,55600,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,39.72,Jul-89,26,0,43493,74.6,37,w,INDIVIDUAL,0,0,"90903 Lori Spurs Apt. 727
South Kaitlynstad, NE 30723"
5000, 36 months,6.24,152.66,A,A2,Executive Assistant,10+ years,RENT,58000,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,8.53,Apr-93,13,0,5171,16.1,28,w,INDIVIDUAL,0,0,"7042 Thomas Meadow Suite 757
Lake Phyllis, ME 22690"
7800, 36 months,15.61,272.73,D,D1,Machine operator,10+ years,OWN,36000,Source Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,6.63,May-03,5,0,2793,79.8,17,f,INDIVIDUAL,4,0,"762 Christopher Causeway
Bradleymouth, KY 30723"
15000, 60 months,11.99,333.6,C,C1,Production Operator,3 years,RENT,130000,Not Verified,May-16,Charged Off,debt_consolidation,Debt consolidation,10.87,Mar-03,13,0,10617,57.7,18,w,INDIVIDUAL,1,0,"304 Mahoney Springs Apt. 098
South Jessicamouth, MS 93700"
8950, 36 months,19.52,330.43,E,E2,,,RENT,25000,Verified,Oct-14,Charged Off,debt_consolidation,Debt consolidation,33.08,May-03,10,2,5675,72.8,22,f,INDIVIDUAL,0,0,"885 Holland Bypass Apt. 141
Edwardbury, CT 11650"
10000, 36 months,8.39,315.17,A,A5,Systems Support Specialist,3 years,MORTGAGE,50000,Source Verified,Sep-14,Fully Paid,credit_card,Credit card refinancing,11.52,Jul-06,15,0,9735,34.4,27,w,INDIVIDUAL,1,0,"836 Kyle Mountain
Clarkshire, FL 70466"
20000, 60 months,15.77,483.93,D,D1,Manager,10+ years,RENT,65000,Not Verified,Jan-16,Fully Paid,debt_consolidation,Debt consolidation,25.92,Jun-06,12,0,17437,60.1,23,w,INDIVIDUAL,0,0,"59024 Briggs Well
Port Kayla, ID 30723"
25600, 36 months,5.93,777.99,A,A1,Associate Audit Director,10+ years,MORTGAGE,142000,Verified,Mar-15,Fully Paid,credit_card,Credit card refinancing,11.48,Jul-95,6,0,27813,75,32,w,INDIVIDUAL,6,0,"877 Lane Ports Apt. 494
Leslieton, DE 05113"
24000, 60 months,24.5,697.42,F,F3,bus driver,7 years,OWN,53000,Source Verified,Apr-15,Fully Paid,home_improvement,Home improvement,9.31,Sep-02,10,2,1239,10.4,25,f,INDIVIDUAL,0,2,"5064 Hernandez River Suite 639
Chapmanton, DE 22690"
13000, 36 months,9.63,417.23,A,A5,Realtor-Self Employed,1 year,MORTGAGE,42000,Source Verified,Mar-09,Fully Paid,small_business,Business Expansion,16.14,Sep-98,6,0,0,0,14,f,INDIVIDUAL,,0,"775 John Ranch Apt. 665
Danielside, TX 29597"
12000, 36 months,9.17,382.55,B,B2,Collector,10+ years,RENT,29000,Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,29.26,Feb-98,14,1,13816,48.8,19,w,INDIVIDUAL,0,1,"36785 Martin Dale Apt. 149
Vanessafort, ND 48052"
4100, 36 months,19.2,150.71,D,D3,albertsons,8 years,RENT,20000,Not Verified,Sep-13,Fully Paid,credit_card,Credit card refinancing,10.86,Dec-06,6,0,3843,81.8,9,w,INDIVIDUAL,0,0,"8287 Robert Mountain
East John, NH 05113"
17475, 60 months,19.19,455.15,E,E3,Billing Analyst,< 1 year,RENT,48600,Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,21.21,Aug-08,8,0,10682,55.1,11,w,INDIVIDUAL,0,0,"5635 Sharon Forges Apt. 657
North Stephenshire, NV 05113"
12000, 60 months,17.57,301.93,D,D4,Laboratory Technician - Field Employee,2 years,RENT,40975,Source Verified,Apr-15,Fully Paid,other,Other,13.15,Nov-04,8,0,2081,22.6,11,w,INDIVIDUAL,0,0,"10141 Anderson Meadows
New Christinaland, CA 48052"
5600, 36 months,13.33,189.58,C,C3,Teacher,10+ years,MORTGAGE,50000,Source Verified,Aug-15,Charged Off,credit_card,Credit card refinancing,19.01,Mar-84,9,0,4477,60.5,21,f,INDIVIDUAL,1,0,"1738 Maria Ridges
Port Meganshire, ME 93700"
20000, 36 months,16.78,710.87,C,C5,GM,10+ years,OWN,160000,Verified,Sep-13,Fully Paid,debt_consolidation,Getting Serious ,23.05,Apr-94,15,0,148157,95.6,33,f,INDIVIDUAL,3,0,"190 Alexis Harbor
Michaelfurt, WA 48052"
27025, 60 months,21.99,746.25,F,F1,Maintenance Manager,5 years,MORTGAGE,78000,Source Verified,Nov-15,Fully Paid,debt_consolidation,Debt consolidation,35.08,Mar-92,14,0,17696,67,41,f,INDIVIDUAL,7,0,"659 Baker Gateway Suite 062
Gomezfurt, SD 70466"
14000, 36 months,13.99,478.42,C,C3,qma,1 year,OWN,28000,Source Verified,Aug-16,Fully Paid,debt_consolidation,Debt consolidation,13.51,Feb-08,12,1,7908,24.2,22,w,INDIVIDUAL,0,1,"696 Cochran Spur Apt. 486
New Steven, VA 30723"
22000, 36 months,20.2,819.85,D,D5,Immigration Specialist,< 1 year,RENT,73000,Verified,Oct-13,Fully Paid,credit_card,Debt Consolidation and Cleanup,22.08,Nov-97,8,0,16581,94.7,18,f,INDIVIDUAL,0,0,"287 Burton Freeway
Port Michaelville, OK 22690"
11625, 36 months,14.33,399.19,C,C2,FIS Global,5 years,MORTGAGE,110000,Not Verified,Jul-13,Fully Paid,home_improvement,Backyard Improvments,21.05,Jun-02,12,0,5607,49.4,29,f,INDIVIDUAL,7,0,"1168 Erica Well Apt. 831
Wardtown, NV 30723"
12000, 36 months,6.49,367.74,A,A2,claims representative,10+ years,MORTGAGE,86000,Not Verified,Nov-14,Fully Paid,credit_card,Credit card refinancing,5.32,Feb-87,9,0,18885,29.9,22,f,INDIVIDUAL,3,0,"6943 Lopez Spring
Port Maria, NM 70466"
4000, 36 months,6.62,122.82,A,A2,Covidien ,2 years,MORTGAGE,120000,Not Verified,Jun-12,Fully Paid,home_improvement,Home improvement,2.28,Mar-03,18,0,1132,8,30,f,INDIVIDUAL,1,0,"286 Deleon Inlet Suite 330
Sarahstad, MS 00813"
